stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,location_monitoring_station,Air Quality Index,Green Zones
399,30-10-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,Industrial Area,10,31,202,"Center for Development of Glass Industry ( CDGI), Firozabad",14,1
400,31-01-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,31,243,"Tilak Nagar, Firozabad",13,1
400,28-02-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,31,197,"Tilak Nagar, Firozabad",14,1
400,30-09-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,28,183,"Tilak Nagar, Firozabad",13,1
401,30-04-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,28,186,"Raza ka Tal, Firozabad",13,1
401,31-08-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,28,168,"Raza ka Tal, Firozabad",11,1
401,31-12-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,36,262,"Raza ka Tal, Firozabad",14,1
415,30-04-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,4,21,194,"DIC Nunhai, Agra",6,1
415,30-06-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,25,47,"DIC Nunhai, Agra",3,1
415,30-10-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,43,188,"DIC Nunhai, Agra",3,1
415,30-11-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,52,357,"DIC Nunhai, Agra",3,1
416,28-02-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,66,121,"Etmad-uddaulah, Agra",3,1
416,31-03-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,19,99,"Etmad-uddaulah, Agra",3,1
416,31-08-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,12,71,"Etmad-uddaulah, Agra",3,1
417,31-01-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,5,34,275,"Rambagh, Agra",7,1
417,31-03-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,5,34,275,"Rambagh, Agra",7,1
417,31-07-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,22,57,"Rambagh, Agra",3,1
417,30-09-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,13,94,"Rambagh, Agra",3,1
417,31-12-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,26,338,"Rambagh, Agra",3,1
517,31-03-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,21,130,"Jail Chauraha, Jhansi",10,1
517,30-04-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,23,139,"Jail Chauraha, Jhansi",13,1
517,31-07-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,21,116,"Jail Chauraha, Jhansi",11,1
517,30-09-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,27,119,"Jail Chauraha, Jhansi",13,1
517,31-12-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,23,127,"Jail Chauraha, Jhansi",10,1
518,31-03-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,20,92,"Veeranga Nagar, Jhansi",9,1
518,30-04-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,22,116,"Veeranga Nagar, Jhansi",10,1
518,31-07-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,19,84,"Veeranga Nagar, Jhansi",9,1
518,30-09-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,23,90,"Veeranga Nagar, Jhansi",11,1
518,31-12-2015,Uttar Pradesh,Jhansi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,19,104,"Veeranga Nagar, Jhansi",10,1
534,30-04-2015,Uttar Pradesh,Khurja,Uttar Pradesh State Pollution Control Board,Industrial Area,22,22,173,"Central Glass & Ceramic Research Institute (CGCRI),Khurja",31,1
534,31-08-2015,Uttar Pradesh,Khurja,Uttar Pradesh State Pollution Control Board,Industrial Area,23,23,185,"Central Glass & Ceramic Research Institute (CGCRI),Khurja",33,1
534,30-11-2015,Uttar Pradesh,Khurja,Uttar Pradesh State Pollution Control Board,Industrial Area,25,26,192,"Central Glass & Ceramic Research Institute (CGCRI),Khurja",36,0
534,31-12-2015,Uttar Pradesh,Khurja,Uttar Pradesh State Pollution Control Board,Industrial Area,24,24,194,"Central Glass & Ceramic Research Institute (CGCRI),Khurja",34,1
535,30-09-2015,Uttar Pradesh,Khurja,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",23,24,152,"Ahirpara, Khurja",33,1
553,31-03-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,32,141,"Sigra, Varanasi",27,1
553,30-06-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,32,141,"Sigra, Varanasi",27,1
553,31-07-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,32,140,"Sigra, Varanasi",27,1
553,30-10-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,32,142,"Sigra, Varanasi",27,1
554,31-03-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,41,210,Square crossing circle of Laxmi Talkies,14,1
554,30-06-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,6,314,Square crossing circle of Laxmi Talkies,7,1
554,31-08-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,13,292,Square crossing circle of Laxmi Talkies,6,1
554,30-09-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,30,306,Square crossing circle of Laxmi Talkies,3,1
554,30-11-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,27,294,Square crossing circle of Laxmi Talkies,13,1
555,31-03-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,44,237,Bharat Yantra Nigam Ltd,14,1
555,30-06-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,5,273,Bharat Yantra Nigam Ltd,9,1
555,31-08-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,6,270,Bharat Yantra Nigam Ltd,7,1
555,30-09-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,17,236,Bharat Yantra Nigam Ltd,3,1
555,30-11-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,21,234,Bharat Yantra Nigam Ltd,9,1
712,30-04-2015,Uttar Pradesh,Moradabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",16,24,190,"Hindu College, Main Gate, Buddh Bazar, Station Road",23,1
712,30-11-2015,Uttar Pradesh,Moradabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",22,36,244,"Hindu College, Main Gate, Buddh Bazar, Station Road",31,1
713,30-04-2015,Uttar Pradesh,Moradabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,12,96,"Central Police Hospital, Police traning Centre, Civil Lines",10,1
713,31-07-2015,Uttar Pradesh,Moradabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,11,138,"Central Police Hospital, Police traning Centre, Civil Lines",7,1
713,30-10-2015,Uttar Pradesh,Moradabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11,20,166,"Central Police Hospital, Police traning Centre, Civil Lines",16,1
714,31-03-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",13,21,232,"IVRI Izatnagar, Bareilly",19,1
714,30-06-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,23,204,"IVRI Izatnagar, Bareilly",14,1
714,30-10-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",12,21,212,"IVRI Izatnagar, Bareilly",17,1
715,31-03-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",15,24,258,"Petrol Pump, Civil Lines, Near Prabha Cinema",21,1
715,30-06-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",16,29,295,"Petrol Pump, Civil Lines, Near Prabha Cinema",23,1
715,31-07-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11,19,248,"Petrol Pump, Civil Lines, Near Prabha Cinema",16,1
715,30-10-2015,Uttar Pradesh,Bareilly,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",13,23,272,"Petrol Pump, Civil Lines, Near Prabha Cinema",19,1
721,31-03-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,20,59,"I.I.T. Campus, Kanpur",3,1
721,30-04-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,17,89,"I.I.T. Campus, Kanpur",3,1
721,31-07-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,6,28,"I.I.T. Campus, Kanpur",3,1
722,31-01-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,48,307,"Dada Nagar, Kanpur",9,1
722,30-06-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,33,50,"Dada Nagar, Kanpur",9,1
722,31-08-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,17,117,"Dada Nagar, Kanpur",14,1
722,30-09-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,32,195,"Dada Nagar, Kanpur",13,1
722,30-10-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,41,206,"Dada Nagar, Kanpur",14,1
723,28-02-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,36,138,"Ramadevi, Kanpur",4,1
723,30-11-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,33,372,"Ramadevi, Kanpur",10,1
723,31-12-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,27,521,"Ramadevi, Kanpur",11,1
726,30-04-2015,Uttar Pradesh,Unnao,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,29,91,"H. No. 5, Krishna Nagar, Unnao",13,1
727,31-03-2015,Uttar Pradesh,Unnao,Uttar Pradesh State Pollution Control Board,Industrial Area,31,31,135,"ICA Building, Industrial Area, Site 10, Unnao",44,0
727,31-07-2015,Uttar Pradesh,Unnao,Uttar Pradesh State Pollution Control Board,Industrial Area,30,30,148,"ICA Building, Industrial Area, Site 10, Unnao",43,0
728,30-04-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,22,101,"M. M.M. Engineering College, Gorakhpur",13,1
728,31-08-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11,21,77,"M. M.M. Engineering College, Gorakhpur",16,1
728,30-11-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,16,91,"M. M.M. Engineering College, Gorakhpur",9,1
728,31-12-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,17,117,"M. M.M. Engineering College, Gorakhpur",10,1
729,30-04-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,Industrial Area,24,46,158,"India Glycol Ltd. Gida, Gorakhpur",34,1
729,31-08-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,Industrial Area,27,46,180,"India Glycol Ltd. Gida, Gorakhpur",39,0
729,30-11-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,Industrial Area,25,49,194,"India Glycol Ltd. Gida, Gorakhpur",36,0
729,31-12-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,Industrial Area,29,50,234,"India Glycol Ltd. Gida, Gorakhpur",41,0
730,31-01-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,27,129,"Jalkal, Muncipal Corporation, Golghar, Gorakhpur",27,1
730,30-04-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",20,32,147,"Jalkal, Muncipal Corporation, Golghar, Gorakhpur",29,1
730,31-08-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",23,37,177,"Jalkal, Muncipal Corporation, Golghar, Gorakhpur",33,1
730,30-11-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",18,40,175,"Jalkal, Muncipal Corporation, Golghar, Gorakhpur",26,1
730,31-12-2015,Uttar Pradesh,Gorakhpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",24,45,205,"Jalkal, Muncipal Corporation, Golghar, Gorakhpur",34,1
805,31-12-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,34,262,"Sewage Pumping Stations, Alopibagh",3,1
806,31-12-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,34,279,"Co-operative Bank, Jhonstonganj",3,1
807,31-12-2015,Uttar Pradesh,Allahabad,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1,33,238,"Parag Dairy, Rambagh",1,1
90,31-01-2015,Uttarakhand,Dehradun,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,26,31,143,"Raipur Road, Near parag Diary, Dehradun",37,0
90,30-09-2015,Uttarakhand,Dehradun,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,25,27,139,"Raipur Road, Near parag Diary, Dehradun",36,0
90,30-10-2015,Uttarakhand,Dehradun,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,26,30,136,"Raipur Road, Near parag Diary, Dehradun",37,0
625,30-04-2015,Uttarakhand,Haldwani,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",16.33333333,34.3,154,"Govt. Women Hospital, Haldwani",23,1
625,31-08-2015,Uttarakhand,Haldwani,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",15.59259259,34.53,123,"Govt. Women Hospital, Haldwani",21,1
625,30-09-2015,Uttarakhand,Haldwani,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",15.32510288,34.283,130,"Govt. Women Hospital, Haldwani",21,1
625,30-11-2015,Uttarakhand,Haldwani,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",14.36122542,33.7113,133,"Govt. Women Hospital, Haldwani",20,1
626,31-07-2015,Uttarakhand,Rudrapur,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,15.73469491,32.58243,60,"Sidcul Office, Rudrapur",21,1
626,31-08-2015,Uttarakhand,Rudrapur,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,17.26077213,32.440673,95,"Sidcul Office, Rudrapur",24,1
626,30-11-2015,Uttarakhand,Rudrapur,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,19.06752459,32.2847403,146,"Sidcul Office, Rudrapur",27,1
627,31-07-2015,Uttarakhand,Kashipur,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",18.29724954,32.21321433,88,"BSNL Office, Kashipur",26,1
627,31-08-2015,Uttarakhand,Kashipur,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",17.55249949,32.33453576,93,"BSNL Office, Kashipur",24,1
627,30-11-2015,Uttarakhand,Kashipur,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",16.61388832,32.86798934,234,"BSNL Office, Kashipur",23,1
635,30-04-2015,Uttarakhand,Haridwar,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,26,28,127,"SIDCUL, Haridwar",37,0
635,31-08-2015,Uttarakhand,Haridwar,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,24,27,134,"SIDCUL, Haridwar",34,1
635,30-10-2015,Uttarakhand,Haridwar,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,27,29,118,"SIDCUL, Haridwar",39,0
635,30-11-2015,Uttarakhand,Haridwar,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,26,29,121,"SIDCUL, Haridwar",37,0
635,31-12-2015,Uttarakhand,Haridwar,Uttarakhand Environment Protection and Pollution Control Board,Industrial Area,24,26,129,"SIDCUL, Haridwar",34,1
636,31-03-2015,Uttarakhand,Rishikesh,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",25,29,113,"Nagar Palika Parishad, Rishikesh",36,0
636,30-09-2015,Uttarakhand,Rishikesh,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",25,28,122,"Nagar Palika Parishad, Rishikesh",36,0
636,30-11-2015,Uttarakhand,Rishikesh,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",24,27,101,"Nagar Palika Parishad, Rishikesh",34,1
637,31-03-2015,Uttarakhand,Dehradun,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",29,31,297,Himalaya Drug Co. Near ISBT,41,0
637,31-08-2015,Uttarakhand,Dehradun,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",26,31,168,Himalaya Drug Co. Near ISBT,37,0
637,30-11-2015,Uttarakhand,Dehradun,Uttarakhand Environment Protection and Pollution Control Board,"Residential, Rural and other Areas",26,30,327,Himalaya Drug Co. Near ISBT,37,0
11,30-06-2015,West Bengal,Howrah,West Bengal State Pollution Control Board,"Residential, Rural and other Areas",9,32,92,"Bator, Howrah",13,1
11,31-07-2015,West Bengal,Howrah,West Bengal State Pollution Control Board,"Residential, Rural and other Areas",2,16,34,"Bator, Howrah",3,1
11,30-10-2015,West Bengal,Howrah,West Bengal State Pollution Control Board,"Residential, Rural and other Areas",24,60,134,"Bator, Howrah",34,1
